tweet_id,text,location,cleaned_text
ID_870575329743523840,Death toll has risen to 208. #FloodSL #lka #SriLankaFloods #flood2017,,death toll rise 208 FloodSL lka SriLankaFloods flood2017
ID_1061151575949955072,"Many of the animal shelters for those evacuated due to the #WoolseyFire have filled to capacity, but overflow shelters have been set in place:",,animal shelter evacuate WoolseyFire fill capacity overflow shelter set place
ID_907227218593685504,Cosmic Kamer on @richardbranson as he reveals damage to Necker Island after Hurricane Irma destroyed it,Necker Island,Cosmic Kamer   reveal damage Necker Island Hurricane Irma destroy
ID_913497805968228352,"RT @TheCut: How to volunteer and donate supplies, blood, and money to #PuertoRico after #HurricaneMaria",PuertoRico,RT   volunteer donate supply blood money PuertoRico HurricaneMaria
ID_1039575403713703936,#RT @NWSMoreheadCity: Latest Hurricane #Florence forecast keeps track and strength unchanged. Potential flooding details are coming into focus. 15 to 20 inches and locally higher amounts of rain expected by the end of the event. Storm Surge is also a flo,,RT   late Hurricane Florence forecast keep track strength unchanged potential flooding detail come focus 15 20 inch locally high amount rain expect end event Storm Surge flo
ID_800847754901622784,"Post #eqnz update: Red Cross drop in centre at Red Cross Rooms, Blenheim 10am-5pm Mon-Fri for support and a cuppa:",Blenheim,post eqnz update Red Cross drop centre Red Cross Rooms Blenheim 10am5pm monfri support cuppa
ID_721742957011869696,RT @EuroGeosciences: More on: #Ecuador #earthquake of 7.8 magnitude kills dozens. Via @BBCScienceNews  /,Ecuador,RT   Ecuador earthquake 78 magnitude kill dozen   
ID_902851542730104832,RIP Sgt Steve Perez of @houstonpolice who was killed LOD while responding to #HurricaneHarvey plz RT & show support #BackTheBlue 💙🙏🏼😞,,RIP Sgt Steve Perez   kill LOD respond HurricaneHarvey plz RT   support backtheblue
ID_1168167352506232832,Hurricane Dorian is as powerful and as dangerous as hurricanes ever get. Category 5 monster likely to cause catastrophic damage over the northern Bahamas. Truly a humbling satellite presentation this morning Wow.,Bahamas,Hurricane Dorian powerful dangerous hurricane category 5 monster likely cause catastrophic damage northern Bahamas truly humbling satellite presentation morning wow
ID_908547589464719360,Heavy Rain Floods Privates Hospital in Kalaburgi:  via @YouTube,Kalaburgi,heavy rain Floods Privates Hospital Kalaburgi  
ID_721826572806791168,RT @NatsCallejas: Please donate for #Ecuador through @QuitoShapers fund @GiGiHadid @KendallJenner @Caradelevingne @BeePrinsloo and RT,Ecuador,RT   donate Ecuador   fund      RT
ID_905513112748654592,Aviso de Inundaciones Repentinas para el este de PR. Flash Flood Warning for eastern PR. #prwx,PR,Aviso de Inundaciones Repentinas para el este de PR Flash Flood Warning eastern PR prwx
ID_1107635271653384192,"The MDC has issued a statement, expressing its condolences over the scores of people killed by natural hazards induced by Tropical #CycloneIdai. So far, 82 people have been confirmed dead from drowning and falling boulders caused by the cyclone.",CycloneIdai,MDC issue statement express condolence score people kill natural hazard induce Tropical CycloneIdai far 82 people confirm dead drown fall boulder cause cyclone
ID_1028172194810159104,"Civil Protection Fire Risk warning Aug 11: Attica, Crete, islands  Several regions across Greece’s mainland as well as islands in the Aegean and the Ionian Sea are at Very High Risk of Fires on Saturday, August 11th 2018. Acco",Attica Crete Greece,Civil Protection Fire risk warn Aug 11 Attica Crete island   region Greeces mainland island Aegean Ionian Sea high risk fire Saturday August 11th 2018 acco
ID_728699689755942912,"If you have a finished quilt to donate to comfort those affected by the wildfire in Fort McMurray, you can send",Fort McMurray,finished quilt donate comfort affect wildfire Fort McMurray send
ID_721759522860175360,"Earthquake kills 235 in Ecuador, including 2 Quebecers",Ecuador,earthquake kill 235 Ecuador include 2 quebecer
ID_1061256253530427392,"@SenatorIsakson @sendavidperdue @AustinScottGA08; 9 Americans are confirmed dead, more are missing, including several elderly, & many are trying to make their way to safety w/ babies & small children & YOUR POTUS is using this as a political tool. I WILL WORK TO UNSEAT YOU ALL.ἰA",,    9 Americans confirm dead miss include elderly   try way safety w baby   small child   POTUS political tool work UNSEAT ALLA
ID_1062449921914105856,"California Wildfires Updates: 42 Dead in Camp Fire, Toll Expected to Rise: Search teams",California,California Wildfires update 42 Dead Camp Fire toll expect rise search team
ID_1022163434786439168,"Fast-moving wildfires near #Athens have killed at least 76. #Europe has sweltered through an unusually hot and dry summer, breaking temperature records and fueling significant fires in several countries, including #Sweden and #Britain. V.C:@nowthis #wildfire #environmentallegacy",Athens Europe Sweden,fastmove wildfire near Athens kill 76 Europe swelter unusually hot dry summer break temperature record fuel significant fire country include Sweden Britain VC wildfire environmentallegacy
ID_1001280784261566464,"In Maryland, Ellicott City Gets Hit By Devastating Flash Floods, Again: People in Ellicott City, Md., are surveying the damage to their homes and businesses after a historic flash flood raged through the city — the second in as many years. NPRs Mary",Ellicott City Maryland,Maryland Ellicott City get Hit devastate Flash Floods People Ellicott City Md survey damage home business historic flash flood rage city   second year NPRs Mary
ID_1108318489411022848,"My thoughts are with everyone affected by cyclone Idai, and we are currently reaching out to friends and networks to see how we can support the rescue and relief efforts now underway  #CycloneIdai",,thought affect cyclone Idai currently reach friend network support rescue relief effort underway   CycloneIdai
ID_1035240944633896960,@MYFMIndia spreading smile in #Kerala with #KeralaExpress . @MyRjMohit distributing relief material to the people of #Kerala. #KeralaFloodRelief,Kerala,  spread smile Kerala KeralaExpress    distribute relief material people Kerala KeralaFloodRelief
ID_912936617987461120,RT @dodo: Rescuers pulled a dog out of the rubble after Mexicos earthquake — and people cant stop cheering ὄFὉ5,Mexicos,RT   Rescuers pull dog rubble Mexicos earthquake   people not stop cheer F5
ID_1117460418396602368,Our supplies for refugees affected by #CycloneIdai have arrived in our warehouse and will be given out soon.,,supply refugee affect CycloneIdai arrive warehouse give soon
ID_722110559064170496,RT @o_rips: Devastating Events earthquake tsunami volcanic eruption No Power No Food No Transportation No Banking No Internet /,,RT   Devastating event earthquake tsunami volcanic eruption power food transportation banking internet
ID_909531077823401984,Hurricane Maria is looking to affect areas previously impacted by Irma. It definitely has a mean look to it as it grows. #Maria #Tropics,,Hurricane Maria look affect area previously impact Irma definitely mean look grow Maria Tropics
ID_913521577492221952,RT @ThinkMexican: #RestauranteLeo served free food to rescue workers after #MexicoEarthquake. Now they need our help. DONATE HERE:,,RT   RestauranteLeo serve free food rescue worker MexicoEarthquake need help DONATE
ID_800485154502414336,Pressure on local government to fix earthquake damage #FederatedFarmers #agchatnz #eqnz,,pressure local government fix earthquake damage FederatedFarmers agchatnz eqnz
ID_1168013273788235776,Horrible story. Please help by donating and sharing this story.,,horrible story help donate share story
ID_910716470820302848,Why some buildings crumbled and others survived the Mexico City quake: A sober lesson for California,California Mexico City,building crumble survive Mexico City quake sober lesson California
ID_1110373194899185664,"Years from now, high school friends Alex Stepanek and Melissa Dush might be shooting the breeze about youthful adventures. If so, one thing will come up for sure. Remember the time we raised $232,000 to help Nebraska victims of the epic 2019 flood?”",Nebraska,year high school friend Alex Stepanek Melissa Dush shoot breeze youthful adventure thing come sure remember time raise 232000 help Nebraska victim epic 2019 flood
ID_1167859658339622912,"While many are stocking up on food and water, there are even more things you can do right now to be as prepared as you can be ahead of Hurricane Dorian’s impact.",,stock food water thing right prepared ahead Hurricane Dorians impact
ID_1106921145926864896,Photos: Death toll mounts after Cyclone Idai makes damaging strike on central Mozambique. #Mozambique #CycloneIdai,Mozambique,Photos death toll mount Cyclone Idai make damaging strike central Mozambique Mozambique CycloneIdai
ID_1112292437161099264,"Crops have been devastated. Some 670,000 hectares thought to have been destroyed. Food was already scarce before #CycloneIdai. It came just before the harvest was due. Real risk of famine in the region in the months ahead.",CycloneIdai,crop devastate 670000 hectare think destroy Food scarce CycloneIdai come harvest real risk famine region month ahead
ID_911797217253629952,"RT @JustJared: .@ShawnMendes has contributed $100,000 to Mexico earthquake relief.",Mexico,RT    contribute 100000 Mexico earthquake relief
ID_1111331242845368320,"The National Institutes of Health has awarded the University of Nebraska Medical Center a five-year, $1.9 million grant to study severe tears of the rotator cuff, a common problem that impacts thousands of people every year.",Nebraska,National Institutes Health award University Nebraska Medical Center fiveyear 19 million grant study severe tear rotator cuff common problem impact thousand people year
ID_1112701518631890944,@mrjaydolo @ActuallyDTY @abdulforever_ @mizzlemacbluhh @OkigboV2 yea. lived in Nebraska majority of my life and never was affected by a tornado or tornado damage. but we do get them.,Nebraska,      yea live Nebraska majority life affect tornado tornado damage
ID_1001230468304572416,A Maryland man remains missing after Ellicott City’s destructive flash flooding,Ellicott City Maryland,Maryland man remain miss Ellicott Citys destructive flash flooding
ID_1176595417083109376,#earthquake ALLAH KARIM ALLAHU AKBAR so much damage and once again in same areas as of 2005 earthquake.,,earthquake allah karim ALLAHU AKBAR damage area 2005 earthquake
ID_1066315589000536064,Rain is helping to douse the massive and deadly #camp fire in northern Californias Butte County. Officials are asking for DNA samples to help identify the remains of the those killed in the fire. At least 84 people are dead.,Californias,rain help douse massive deadly camp fire northern Californias Butte County official ask dna sample help identify remain kill fire 84 people dead
ID_1061680085026058240,#UPDATE: 23 now confirmed dead as a result of the #CampFire. Stay updated on this quickly developing story here:,,update 23 confirm dead result CampFire stay update quickly develop story
ID_1021750557332201472,"#Greece There have been wildfires in a number of areas in southern Greece, including close to Athens. Most visits to Greece, incl. Athens, are unaffected. Keep up to date with media reports and follow local authorities advice in affected areas. More info:",Athens Greece,Greece wildfire number area southern Greece include close Athens visit Greece incl Athens unaffected date medium report follow local authority advice affect area info
ID_913928286161506304,"REITs Aiding Recovery, Assessing Damage in Puerto Rico - More than one week after Hurricane Maria swept across",Puerto Rico,reit aid Recovery assess damage Puerto Rico   week Hurricane Maria sweep
ID_798249287385640960,RT @LeVaPasifika: Sound advice for coping after an emergency for the whole family #eqnz,,RT   Sound advice cope emergency family eqnz
ID_1167642638771740672,"SHOCK: 34 Killed By Hurricane Dorian as Florida Governor calls in 4,000 National Guard to quell Watts riots.",Florida,shock 34 kill Hurricane Dorian Florida Governor call 4000 National Guard quell Watts riot
ID_1039486037221928960,FEMA is required to provide shelter for household and service pets  #HurricaneFlorence,,FEMA require provide shelter household service pet   HurricaneFlorence
ID_768563495629717504,• #ItalyEarthquake • The highest number of victims in #Rieti. #Amatrice is actually a ghost town. Death toll: 159. #earthquake #Italy,Amatrice Italy Rieti,  ItalyEarthquake   high number victim Rieti Amatrice actually ghost town death toll 159 earthquake Italy
ID_798637437534642176,RT @nzherald: More photos of damage emerges from the Kaikoura earthquake  #eqnz,Kaikoura,RT   photo damage emerge Kaikoura earthquake   eqnz
ID_906402245356474368,everyone in Florida play j cole at the same time Irma will get bored and disappear before any damage is done,Florida,Florida play j cole time Irma bored disappear damage
ID_1167588430336929792,RT @DoctorBobble: If anyones bobbleheads need shelter from Hurricane Dorian I gotchu!,,RT   anyone bobblehead need shelter Hurricane Dorian gotchu
ID_1111419396893765632,@thehannahhuston Im so happy for the state of Nebraska. Keep the donations coming in!!,Nebraska,  m happy state Nebraska donation come
ID_1039876751864864768,From @UPS: Hurricane Florence Evacuations Impacting Areas of the East Coast.,East Coast,  Hurricane Florence Evacuations Impacting Areas East Coast
ID_1108682960180596736,"Aid workers widen search for Mozambique cyclone survivors, death",Mozambique,aid worker widen search Mozambique cyclone survivor death
ID_907046995520614400,"Rising floodwaters from Hurricane #Irma invade lobbies of buildings, nearly subsume fire hydrants in Miami",Miami,rise floodwater Hurricane Irma invade lobby building nearly subsume fire hydrant Miami
ID_912077690731208704,Ey .@JustinThomas34 you could help with something for earthquake victims in Mexico !!! .@PGATOUR,Mexico,Ey   help earthquake victim Mexico  
ID_1168259580322877440,The #bahamasportsfishingnetwork on Instagram had good coverage earlier if you’re looking for videos from #abaco and #dorian. Please donate when info becomes available,abaco,bahamasportsfishingnetwork Instagram good coverage early look video abaco dorian donate info available
ID_783723432370315264,Hurricane Matthew is the first category 4 storm to hit Haiti in 52 years! #HurricaneMatthew #donate #disasterrelief,Haiti,Hurricane Matthew category 4 storm hit Haiti 52 year HurricaneMatthew donate disasterrelief
ID_1168161102309535744,If they are calling for evacuation I would leave. HittingThe Bahamas as a category five be safe,Bahamas,call evacuation leave HittingThe Bahamas category safe
ID_1031058684523114496,RT @GujralAshwani: I will be donating Monday’s profit to Kerala flood relief fund. What is money if not used at times of adversity!!!,Kerala,RT   donate Mondays profit Kerala flood relief fund money time adversity
ID_1110436302917378048,">Two-thirds of Nebraska counties are in an emergency >14 bridges damaged or destroyed >Estimated $1 billion loss in livestock & crops >200 miles of roads that will need repairs The extent of #NebraskaFlooding, so far.",Nebraska,Twothirds Nebraska county emergency 14 bridge damage destroy estimate 1 billion loss livestock   crop 200 mile road need repair extent NebraskaFlooding far
ID_1110919479834365952,"If you can please drop by and help sort out cloths ,we low on volunteers, and there is still much work to be done. #CycloneIdai #CycloneIdaiZW @263Chat @DougColtart @kubatana @malawicoffee @WildAfricanBoy",,drop help sort cloth low volunteer work CycloneIdai CycloneIdaiZW     
ID_771443800354938880,"Magnitude 7.1 Earthquake shake the North island, NZ in the early morning and Tsunami warning issued for East coast of the North island of NZ",East coast NZ North island,Magnitude 71 Earthquake shake north island NZ early morning Tsunami warn issue East coast North island NZ
ID_1031408386590498816,"#Kerala needs our help, let us all come together to rebuild god own country. the need will increase as the water recedes, desease will spread, medication , shelter , food will be required. Lets donate generously",Kerala,Kerala need help let come rebuild god country need increase water recede desease spread medication   shelter   food require Lets donate generously
ID_908881948004769792,Mexico says it was hit by its strongest earthquake in 100 years; 5 dead  via @usatoday,Mexico,Mexico say hit strong earthquake 100 year 5 dead  
ID_1022119072866230272,"#Greece wildfires. A deadly mix of extremely strong wind, unregulated building of houses in the forest, non-existent safety precautions and inadequate firefighting mechanism had the result you see. 80 people dead (so far), 2000 homes burnt, whole communes turned to ashes.",Greece,Greece wildfire deadly mix extremely strong wind unregulated building house forest nonexistent safety precaution inadequate firefighting mechanism result 80 people dead far 2000 home burn commune turn ashe
ID_1168175468626866176,BREAKING: Hurricane Dorian currently has 175 mph winds; trump ready to call his insurance companies should any of his Florida properties be damaged,Florida,breaking Hurricane Dorian currently 175 mph wind trump ready insurance company Florida property damage
ID_1112772853995323392,"In Nebraska, historic flooding began earlier this month — the result of melting snow, heavy rain and a bomb cyclone. Local churches, national faith-based disaster relief groups and government officials are stepping in to lend a hand with the recovery.",Nebraska,Nebraska historic flooding begin early month   result melt snow heavy rain bomb cyclone local church national faithbased disaster relief group government official step lend hand recovery
ID_1176466186013421568,Update: Azad Kashmir : 50 persons injured as there are reports of damage to houses and some roads. No casualty reported. #earthquake,Azad Kashmir,update Azad Kashmir   50 person injure report damage house road casualty report earthquake
ID_909419962267324416,RT @KeysEnergy: Given the extent of damage to KEYS service area the online outage map is not up-to-date. Do not base re-entry decisions on,,RT   give extent damage KEYS service area online outage map uptodate base reentry decision
ID_1110507205441318912,@Ginger_Zee @Storyful More Flooding up above Nebraska ὄE❗,Nebraska,   flooding Nebraska E
ID_1032748384107474944,Foreign funds to Kerala for flood relief not allowed. But licking the ass of foreign corporates for FDI in India is allowed. Also hugging them whenever the opportunity arises and giving away taxpayers money to unknown foreign countries to make news. #Modi #KeralaFloods #betrayal,India Kerala,foreign fund Kerala flood relief allow lick ass foreign corporate FDI India allow hug opportunity arise give away taxpayer money unknown foreign country news Modi KeralaFloods betrayal
ID_1167855990353608704,"A State of Emergency for Key Biscayne Remains in Effect. Mayor Davey urges residents, Don’t let down your guard just because we have a good forecast.” Check out this article:  #HurricaneDorian",Key Biscayne,State Emergency Key Biscayne remain Effect Mayor Davey urge resident not let guard good forecast check article   HurricaneDorian
ID_1026012401790054400,Australian firefighters have arrived in Greece and are working with the Greek Fire Brigade on the ground to survey sites at #Mati and assess the impact of the fires.,Australian Greece Mati,australian firefighter arrive Greece work Greek Fire Brigade ground survey site Mati assess impact fire
ID_783393717025697792,US Navy sending rescue ships to Haiti  #Hurricane #Matthew #HurricaneMatthew #Haiti,Haiti US,Navy send rescue ship Haiti   Hurricane Matthew HurricaneMatthew Haiti
ID_1168236843747414016,"Airbnb working with hosts to offer free places to stay for Dorian relief workers, evacuees",,Airbnb work host offer free place stay dorian relief worker evacuee
ID_907734092552089600,"No damage, but Hurricane Irma leaves ironic mark on The Swamp",,damage Hurricane Irma leave ironic mark swamp
ID_1061704725203247104,"The Camp Fire has destroyed more than 6,700 buildings in Northern Califo  via @YouTube",Northern Califo,Camp Fire destroy 6700 building northern Califo  
ID_1027634932401811456,WATCH: Greece fire death toll rises to 93 as two more die in hospital,Greece,watch Greece fire death toll rise 93 die hospital
ID_903630872951218176,Phone lines are open now: 1-855-622-5248 #helpinghouston #harvey @NBCLA,,phone line open 18556225248 helpinghouston harvey
ID_902846385162244096,KidLit Cares is raising money for the Red Cross to help w/ Hurricane Harvey relief. Bid on my #JediAcademy sketch:,,KidLit Cares raise money Red Cross help w Hurricane Harvey relief Bid JediAcademy sketch
ID_1021757581759537152,RT @washingtonpost: Update: At least 60 dead as strong winds fuel Greece wildfires,Greece,RT   Update 60 dead strong wind fuel Greece wildfire
ID_783468952626364416,Please consider donating to Love A Child in #Haiti - they can use all the help we can give! ὢ2ὤFἿC,Haiti,consider donate love child Haiti   use help 2fc
ID_1112708389342248960,110 Thousand people with disabilities affected by the impact of destructions from Cyclone Idai and subsequent flooding in Mozambique. Any response to be sustainable must address their need,Mozambique,110 thousand people disability affect impact destruction Cyclone Idai subsequent flooding Mozambique response sustainable address need
ID_798404509341024256,@justin_lester @WgtnCC considering one of our newest buildings collapsed. What value does a Wgtn code of compliance have? #eqnz #safety,,   consider new building collapse value Wgtn code compliance eqnz safety
ID_769093653864284160,"RT @GlobalGiving: Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine — donate today",,RT   survivor 62 M ItalyEarthquake need emergency supply like food water medicine   donate today
ID_914547782949785600,RT @FourStarNews: Top general calls Puerto Rico damage the worst hes ever seen | PBS NewsHour  #trump #PuertoRic,Puerto Rico PuertoRic,RT   general call Puerto Rico damage bad s see   PBS NewsHour   trump PuertoRic
ID_722033251485880320,"RT @NPR: Hundreds Dead, Thousands Homeless After Quake In Ecuador",Ecuador,RT   Hundreds Dead Thousands homeless quake ecuador
ID_730487785098870784,"Video; Evacuees of Fort McMurray, Alberta, wildfire line up to receive emergency debit cards from",Alberta Fort McMurray,video Evacuees Fort McMurray Alberta wildfire line receive emergency debit card
ID_729216764677128192,RT @Muellerforlife2: Canadian #RedCross volunteers giving - as always - helping families forced from homes by Alberta wildfire #ABfire htt,Alberta Canadian,RT   Canadian RedCross volunteer give     help family force home Alberta wildfire ABfire htt
ID_913860333713756160,"A great way to donate to help w/ #PuertoRico hurricane, Mexico earthquake, or both:  #FuerzaPuertoRico #FuerzaMéxico",Mexico PuertoRico,great way donate help w PuertoRico hurricane Mexico earthquake   FuerzaPuertoRico FuerzaMxico
ID_1022188861525581824,"RT @GavinLeeBBC: I’ve spoken to people today, who’ve spent 6 hours in the water, waiting to be rescued. #Greekfires #Mati",,RT   ve speak people today ve spend 6 hour water wait rescue Greekfires Mati
ID_1110693868507463680,@senatemajldr Extreme weather has again damaged a major military base ? 4/25/2019 Corrupt unethical hope to stroke out soon fool,,  extreme weather damage major military base   4252019 corrupt unethical hope stroke soon fool
ID_1032929168919392256,RT @abpnewstv: #KeralaFloods : #UAE denies offering Rs 700 crore for relief amid Centre-state row over foreign aid,UAE,RT   KeralaFloods   UAE deny offer r 700 crore relief amid Centrestate row foreign aid
ID_908470714604314624,How to Give and Get Help After Hurricane Irma,,help Hurricane Irma
ID_913208457011982336,We urgently need to help Puerto Rico #HurricaneMaria #DisasterRelief,Puerto Rico,urgently need help Puerto Rico HurricaneMaria DisasterRelief
ID_722099795418976256,נυиισя™ REI opens disaster relief center in Nepal a year after devastating earthquake: April 25 will mark the,Nepal,  REI open disaster relief center Nepal year devastating earthquake April 25 mark
ID_911634262641831936,RT @business: Magnitude 6.1 earthquake shakes jittery Mexico,Mexico,RT   Magnitude 61 earthquake shake jittery Mexico
ID_1034682144445095936,Update #KeralaFloodRelief CSR team from @Cipla_Global @CiplaFoundation visited HelpAges medical relief camp today in Omalloor Panchayat (south of Pathanamthitta district) reeling under severe devastation caused by #KeralaFloods. We thank Cipla CSR for their continued support.,Omalloor Panchayat Pathanamthitta,update KeralaFloodRelief csr team    visit HelpAges medical relief camp today Omalloor Panchayat south Pathanamthitta district reel severe devastation cause KeralaFloods thank Cipla CSR continue support
ID_871946400531140608,"RT @mkarimbd: Bangladesh has decided to provide a cash assistance of US $ 500, 000 to support the victims of recent flood and landslides in",Bangladesh,RT   Bangladesh decide provide cash assistance   500 000 support victim recent flood landslide
ID_783995779019108352,#Breaking Hurricane Matthew kills 39 as Haiti death toll rises Read More :,Haiti,break Hurricane Matthew kill 39 Haiti death toll rise read
ID_768475278674948096,"RT @PaulaAbdul: Im so grateful for the doctors, nurses, rescue workers, volunteers &ANYONE helping & being of service during this crisis.",,RT   m grateful doctor nurse rescue worker volunteer help   service crisis
ID_730725285079879680,Long lineups expected for wildfire relief cards: Hundreds of people will be waiting outside Calgary’s McMahon,Calgary,long lineup expect wildfire relief card hundred people wait outside Calgarys McMahon
ID_1116943372227424256,"Today we travelled to Masvingo, to hand over our donation of 4 tonnes worth of food stuffs to the Min. of State for Provincial Affairs, Masvingo Province - Honourable Ezra Chadzamira to assist #CycloneIdai affected victims in Bikita. #NMBBank #NMBPartnerships #NMBInTheCommunity",Bikita Masvingo,today travel Masvingo hand donation 4 tonne worth food stuff Min State Provincial Affairs Masvingo Province   honourable Ezra Chadzamira assist CycloneIdai affect victim Bikita NMBBank NMBPartnerships NMBInTheCommunity
ID_1062060666301763584,Please help my friend who lost everything in the CA fires. One of the sweetest most caring people I know. Every little bit helps.,CA,help friend lose fire sweetest caring people know little bit help
ID_1167907924292685824,#HurricaneDorian is still out there and @NHC_Atlantic has issued a Tropical Storm watch from Deerfield up to Sebastian Inlet. @WPLGLocal10,,HurricaneDorian   issue Tropical Storm watch Deerfield Sebastian Inlet
ID_910639310520459264,"RT @exohugh: Im getting rather worried that hurricane #Maria may have destroyed the worlds most iconic radio telescope, Arecibo",Arecibo,RT   m get worried hurricane Maria destroy world iconic radio telescope Arecibo
ID_902601909860802560,What do you think about the shoes @FLOTUS chose to survey hurricane Harvey damage in Texas?,Texas,think shoe   choose survey hurricane Harvey damage Texas
ID_733699508803112960,University of Alberta students affected by wildfire receive bursaries; Red Deer brewery recognized at 2016 World Beer Cup; Alberta Chamber,Alberta,University Alberta student affect wildfire receive bursary Red Deer brewery recognize 2016 World Beer Cup Alberta Chamber
ID_903363839953162240,Hurricane Harvey: Help UHD students w/ school supplies lost  via @youcaring,,Hurricane Harvey help uhd student w school supply lose  
ID_1111366555655434240,"Continue the momentum, help the FFA members of the Lakeview FFA Chapter in Columbus, Nebraska with some flood relief. You can donate money or buy a t-shirt just follow the link. #NEFloodRelief #HealingtheHeartland #FFASupportingFFA",Columbus Nebraska,continue momentum help FFA member Lakeview FFA Chapter Columbus Nebraska flood relief donate money buy tshirt follow link NEFloodRelief HealingtheHeartland FFASupportingFFA
ID_732479878977589248,"Workers Evacuated From Alberta Oil Camps Due to Wildfire: Some 8,000 workers at oil camps north of the fire-ravaged Canadian city of",Alberta Canadian city,worker evacuate Alberta Oil Camps wildfire 8000 worker oil camp north fireravaged canadian city
ID_907878777748942848,Donate w/ PayPal to our #HurricaneIrma relief campaign! Well ensure that 100% of donations go to relief efforts,,donate w PayPal HurricaneIrma relief campaign ensure 100 donation relief effort
ID_722074847921180672,RT @UNICEF: #EcuadorEarthquake: @unicefecuador today delivered 20k water purification tablets to survivors in worst affected area Pedernales,,RT   EcuadorEarthquake   today deliver 20k water purification tablet survivor bad affected area pedernale
ID_902616197937680384,"Dallas convention center can host 5k evacuees. I spent the morning there, then I wrote about Houston, my hometown:",Dallas Houston,Dallas convention center host 5k evacuee spend morning write Houston hometown
ID_903670814993551360,I applaud @ENERGY’s announcement re: an emergency exchange agreement to release oil in response to #Harvey. 1/3,,applaud s announcement emergency exchange agreement release oil response Harvey 13
ID_783675643112415232,Hurricane Matthew moves into Bahamas after it inflicted heavy damage on southwest Haiti.,Bahamas Haiti,Hurricane Matthew move Bahamas inflict heavy damage southwest Haiti
ID_1062883374107308032,"RT @Klf10kf: Death toll in Northern California wildfire rises to 42, as Trump OKs disaster declaration for Golden State",California,RT   Death toll northern California wildfire rise 42 Trump OKs disaster declaration Golden State
ID_910762853526773760,Extreme damage expected: Tracking Hurricane Maria  via @msnbc,,extreme damage expect Tracking Hurricane Maria  
ID_903377049695510528,At least 1 destructive tornado has hit central #Alabama - warnings on-going #Harvey,Alabama,1 destructive tornado hit central Alabama   warning ongoing harvey
ID_1022524169748180992,"We stand by the people that have been suffering from the devastating fires in the region of Attica. Our condolences to the families & friends of the victims. Hermes Airports just announced a donation of €100,000 in support of those affected. #Greece #Greecefires #PrayForGreece",Attica Greece Hermes Airports,stand people suffer devastating fire region Attica condolence family   friend victim Hermes Airports announce donation 100000 support affect Greece Greecefires prayforgreece
ID_1039492951414636544,RT @newscientist: Hurricane Florence: Mass evacuation of 1.5 million residents ordered,,RT   Hurricane Florence Mass evacuation 15 million resident order
ID_1111727690812440576,"According to early estimates from experts, Nebraska’s agricultural sector could be facing nearly a billion dollars in damage and losses after a blizzard and record flooding across the Midwest. #nebraskaflooding #flood2019",Nebraska,accord early estimate expert Nebraskas agricultural sector face nearly billion dollar damage loss blizzard record flooding Midwest nebraskaflooding flood2019
ID_907351857630027776,Our thoughts are with you and your family as you assess damage caused by Hurricane Irma.,,thought family assess damage cause Hurricane Irma
ID_910646678742429696,"Hey, everyone. Just donated to a relief work in Mexico City after a fatal, devastating earthquake. USD goes far in Mexico so anything helps!",Mexico Mexico City,hey donate relief work Mexico City fatal devastating earthquake usd go far Mexico help
ID_798373167261569024,"This earthquake, triggered 80-100k landslides & was largest recorded in New Zealand since 2009 M7.8 in Dusky Sound",New Zealand,earthquake trigger 80100k landslide   large record New Zealand 2009 M78 Dusky Sound
ID_721794468974837760,Reports from the inner country. Roads and houses destroyed to the ground #IamwithEcuador #PrayforEcuador #Ecuador,Ecuador,report inner country road house destroy ground IamwithEcuador PrayforEcuador Ecuador
ID_1110943105455255552,"Not all contractors may be legit, Nebraska Attorney General warns in wake of floods. Heres how to protect yourself against scams:",Nebraska,contractor legit Nebraska Attorney General warn wake flood here protect scam
ID_1065464150342590464,"Kanye West Teams With Adidas to Donate $500,000 to California Wildfire Relief",California,Kanye West Teams Adidas donate 500000 California wildfire Relief
ID_729440141253693440,Alberta Premier Notley to survey wildfire damage to Fort McMurray  EDMONTON—Wildfires that levelled neighbourhoods,Alberta Fort McMurray,Alberta Premier Notley survey wildfire damage Fort McMurray   edmontonwildfire level neighbourhood
ID_906223757244727296,New post added at All4Given - US Troops Move in for Hurricane Irma as Evacuations Underway,US,new post add All4Given   troop Hurricane Irma evacuation underway
ID_1065598061509001216,@ArabelleRaphael The Camp Fire Relief Fund run by @NVCF is a legitimate charity. #Retweet4Good Green Packers quarterback Aaron Rodgers donated $1 million.,,  Camp Fire Relief Fund run   legitimate charity Retweet4Good Green Packers quarterback Aaron Rodgers donate 1 million
ID_1023864787992829952,#ANIMA is Greece’s foremost wildlife rescue org. We can only imagine what the past week has been like for them attending to the victims of the #Attica fires. The team relies on volunteers like Suzanne who was called to help this sweet blackbird. #pennymarathon #Greecefires,Attica Greece,anima Greeces foremost wildlife rescue org imagine past week like attend victim Attica fire team rely volunteer like Suzanne call help sweet blackbird pennymarathon Greecefires
ID_1107238681046339584,"In neighbouring Zimbabwe, at least 31 people are confirmed dead from ex-#CycloneIdai. Another 100 people are missing. @pindaidube #eNCANow Courtesy #DStv403",Zimbabwe,neighbour Zimbabwe 31 people confirm dead exCycloneIdai 100 people miss   encanow Courtesy DStv403
